date,open,high,low,close,volume
20250509,601.691,604.9301,589.7176,590.4988,10427286
20250512,628.7996,638.2374,618.9429,637.281,21965085
20250513,643.3755,658.6988,640.6696,653.8252,18570821
20250514,658.9878,660.4429,652.111,657.144,12348179
20250515,652.0761,655.1009,636.4339,641.7161,14341835
20250516,635.811,638.2876,624.0457,638.188,18518972
20250519,626.1386,640.839,625.6901,638.2777,9592374
20250520,633.8725,637.2049,630.1351,634.9589,6743473
20250521,629.6667,644.4369,628.0521,633.3642,11464569
20250522,631.9191,641.0882,628.5903,634.4306,8228443
20250523,621.9029,630.3195,620.5574,624.9526,8454067
20250527,633.2745,640.9188,630.6235,640.1613,9508367
20250528,640.4404,648.6925,640.3878,641.4171,9042874
20250529,649.455,651.1243,637.3508,642.8821,8883436
20250530,640.3407,647.2274,630.6534,645.3139,16240951
20250602,642.2244,670.9973,642.0964,668.6453,15766258
20250603,669.1884,673.3095,662.795,664.6089,11585031
20250604,667.0706,686.6844,666.3231,685.638,14031931
20250605,689.3355,692.0464,679.9571,682.3192,13120335
20250606,693.8303,700.444,689.5448,695.3652,11727961
20250609,696.1126,702.82,691.6078,691.7274,12773221
20250610,698.9879,700.8666,689.2358,700.0394,10850146
20250611,701.34,706.4884,689.6644,691.8072,9582508
20250612,690.97,693.043,684.6912,691.0298,7322730
20250613,685.638,692.2357,678.7213,680.575,9274441
20250616,697.5161,705.3158,691.7115,700.2989,13720288
20250617,700.1792,704.1389,694.2546,695.4216,10066110
20250618,696.3691,699.7702,693.0976,693.9653,10068255
20250620,698.9324,699.9993,676.9097,680.5801,22538640
20250623,681.9167,697.2368,676.9895,696.7182,11080055
20250624,703.0567,711.3402,700.2889,710.3527,13823180
20250625,711.4648,714.7214,703.5504,706.8419,9320436
20250626,712.5021,726.3312,709.2057,724.2067,13964793
20250627,724.6306,733.5225,723.9773,731.7271,18775735
20250630,742.6188,745.9601,732.3455,736.1756,15402105
20250701,734.9637,735.8364,713.5145,717.3545,13431248
20250702,713.4696,718.4317,710.9512,711.7192,9336740
20250703,724.7253,727.1391,712.567,717.1451,8601653
20250707,715.7387,725.1143,711.6593,716.4868,9457080
20250708,719.6984,721.0348,712.956,718.8008,7770693
20250709,720.8405,735.617,720.8405,730.8793,11417963
20250710,729.6525,733.8914,717.7335,725.3537,9922249
20250711,720.621,723.2791,707.8592,715.649,10873880
20250714,715.7387,726.1117,714.6885,719.0501,8939399
20250715,722.0224,722.5925,707.9789,708.5474,11529511
20250716,711.5197,712.1181,697.4564,701.0868,13067627
20250717,702.563,704.0691,695.2969,699.5907,11803264
20250718,700.3687,702.8822,689.856,702.4533,12779752
20250721,704.9667,715.1403,703.9294,711.1157,9404391
20250722,714.3324,714.7413,699.5907,702.9819,8921064
